"ID","Heading_date/days","Plant_height/cm","Leaf_length/cm","Leaf_width/cm","Tiller_angle/<U+00B0>","Full_grain_number_per_plant","Valid_panicle_number","Full_grain_number_per_panicle","Kilo-grain_weight/g","Seed_setting_rate.(%)","Yield_per_plant/g","Amylose_content","Gel_consistency","Chalkiness","Chalky_grain_percentage","Grain_shape(Length_to_width_ratio_of_polished_grain)","Grain_translucency_level","X19"
"ZJN1668",84,113,51.47,1.8,82.7,848,5.67,148.68,22.95,0.7,17.68,18.96,85,3.85,14.17,3.107,2,NA
"ZJN1672",131,113.67,44.57,2.33,85.5,830,7.33,114.45,27.67,0.43,20.3,24.95,50,5.71,24,3.04,2,NA
"ZJN1674",128,115,37.2,2.4,85.5,1459,8.67,156.27,25.33,0.54,33.35,26.6,59,3.25,14.54,3.013,2,NA
"ZJN1676",125,141.33,45.9,2.13,82.5,1225,6.33,192.78,27.09,0.89,30.86,23.2,88,6.31,35.13,2.578,2,NA
"ZJN1681",125,114.33,49.3,2.1,87,1084,5.33,197.28,25.77,0.7,25.78,27.155,86,4.13,23.15,2.83,2,NA
"ZJN1682",85,116.33,55.5,2.23,76.3,2270,10,230.08,24.48,0.76,48.78,24.065,72.5,5.19,17.18,2.949,2,NA
"ZJN1685",124,138.67,38.8,2.1,87,1234,7,172.12,28.8,0.73,32.39,23.1,85,2.98,16.15,3.33,1,NA
"ZJN1686",82,108.33,60.9,2.17,81.3,1861,9,202.35,22.11,0.86,36.92,23.15,79,2.55,8.85,3.28,1,NA
"ZJN1688",117,115.33,46.83,1.83,82.5,1455,9.33,147.57,28.31,0.79,38.12,27.88,78,2.85,11.19,2.867,2,NA
"ZJN1690",84,113.33,46.05,2,81,1171,5,215.39,24.45,0.66,26.47,25.63,80,3.92,12.81,3.013,2,NA
"ZJN1694",137,111.33,35.87,1.93,83,625,10,63.1,20.15,0.24,10.18,27.87,71,2.72,13.21,2.903,2,NA
"ZJN1696",117,116.33,45.43,2.33,86,1663,9.33,177.84,28.03,0.63,42.23,25.41,37.5,5.3,20.97,2.88,2,NA
"ZJN1698",87,116.33,51.9,1.9,86.7,1611,9,183.37,25,0.67,37.64,15.775,90,5.24,19.61,3.308,3,NA
"ZJN1700",114,121.67,45.97,2,87.5,2032,12.33,165.29,25.18,0.71,46.59,23.14,87.5,1.6,8.29,3.027,2,NA
"ZJN1702",93,133,47.7,2,81.7,1587,9,172.98,27.63,0.65,38.32,23.095,90,1.63,6.81,3.331,1,NA
"ZJN1703",119,117,45.8,2,80,1642,8,203.61,26.56,0.86,38.62,23.685,90,1.97,8.7,3.13,2,NA
"ZJN1705",113,133,44.5,2.37,84.5,2832,12.33,228.59,24.27,0.75,60.36,21.58,87.5,0.49,2.73,3.474,1,NA
"ZJN1710",119,122,46.83,2.03,84,1604,7,229.1,25.95,0.79,37.39,27.675,88,8.16,41.92,2.877,2,NA
"ZJN1714",115,120,43.5,2.2,78,1601,7.33,219.37,30.37,0.86,44.12,23.76,86,3.83,14.4,3.119,1,NA
"ZJN1715",114,112,44.6,1.8,87.5,1269,8.67,148.99,26.17,0.72,29.97,25.105,90,1.76,8.65,3.302,1,NA
"ZJN1716",91,119.67,44.87,2.47,85.7,1394,6.33,220.76,25.18,0.69,31.17,18.685,81.5,2.22,6.47,2.937,2,NA
"ZJN1718",131,113.67,53.33,1.77,85,2002,12,165.11,20.67,0.7,37.83,26.54,86.5,6.34,31.47,3.223,2,NA
"ZJN1721",126,121.33,38.8,1.93,86.5,1378,9,140.16,23.23,0.76,30.15,23.385,66,4.31,25.17,2.767,2,NA
"ZJN1722",123,118.67,46.53,2.03,84,1698,9,188.12,23.4,0.84,35.43,25.985,79,4.66,23.18,2.579,2,NA
"ZJN1724",99,117.67,38.63,2.13,84.7,1259,6.67,189.9,25.04,0.64,28.78,21.895,90,2.44,8.77,3.098,2,NA
"ZJN1727",129,126.67,45,2,82.5,1272,6.67,195.97,25.91,0.79,29.78,27.295,85,4.12,23.31,3.224,1,NA
"ZJN1728",117,129.33,46.57,2.3,82,1104,7.33,152.43,25.06,0.64,26.42,27.175,85,3.79,16.71,2.601,2,NA
