W013	W013	72.0
C109	C109	72.7
W247	W247	73.3
W061	W061	73.4
W109	W109	74.9
W053	W053	76.5
W035	W035	77.3
C017	C017	77.8
W249	W249	79.5
C131	C131	80.2
W294	W294	81.0
W117	W117	81.3
W082	W082	81.7
W076	W076	82.5
W060	W060	90.0
C005	C005	91.0
C171	C171	91.7
W257	W257	91.8
C003	C003	92.5
W250	W250	93.3
W011	W011	99.2
C134	C134	101.2
W139	W139	102.5
W067	W067	103.5
W130	W130	103.8
W052	W052	105.0
C136	C136	106.2
W273	W273	106.5
W007	W007	111.8
C074	C074	118.2
W081	W081	119.2
W010	W010	121.7
W063	W063	122.0
W324	W324	123.3
C133	C133	130.8
W102	W102	134.8
W003	W003	135.0
W284	W284	135.7
C185	C185	138.3
W024	W024	142.8
C186	C186	150.8
W021	W021	151.7
C084	C084	163.0
C012	C012	NA
C028	C028	NA
C029	C029	NA
C048	C048	NA
C152	C152	NA
C196	C196	NA
C201	C201	NA
C202	C202	NA
C203	C203	NA
W047	W047	NA
W141	W141	NA
W151	W151	NA
W158	W158	NA
W226	W226	NA
W290	W290	NA
W297	W297	NA
W321	W321	NA
W323	W323	NA
W328	W328	NA
